YTD Total Jan-Nov 2012,ISSN,ID,TITLE
57,0097-8078,6823,Water Resources
57,0305-0629,2978,International Interactions
57,1356-2576,6360,Space and Polity
57,1754-2278,20389,Textile Progress
57,1548-0585,7511,Journal of Vinyl and Additive Technology
57,1467-9930,4567,Law & Policy
57,1528-252X,5694,Practical Diabetes (formerly Practical Diabetes International)
56,1475-3006,7047,International Journal of Astrobiology
56,1474-0648,7197,Royal Historical Society Transactions
56,1469-8714,7201,Visual Neuroscience
56,1086-3338,20503,World Politics
56,0723-0869,10950,Expositiones Mathematicae
56,1527-2117,12927,American Literature
56,1527-196X,13685,Theater
56,0006-3398,854,Biomedical Engineering
56,1530-7905,18277,Cardiovascular Toxicology
56,1877-0533,1495,Set-Valued and Variational Analysis (formerly Set-Valued Analysis)
56,0129-2986,10589,Asian Journal of Communication
56,1356-9775,1527,Contemporary Politics
56,1468-0777,2313,Feminist Media Studies
56,1934-7715,20456,Visitor Studies
56,1743-498X,10729,"Clinical Teacher, The"
56,1467-8748,1676,Curtis's Botanical Magazine
56,1744-7410,11167,Invertebrate Biology
55,1469-4379,7013,English Language and Linguistics
55,1469-8188,7149,Phonology
55,1750-0230,20352,Studies in World Christianity
55,1678-7544,10654,Bulletin of the Brazilian Mathematical Society
55,0289-0771,3753,Journal of Ethology
55,1007-1172,19481,Journal of Shanghai Jiaotong University (Science)
55,1860-1480,11482,Medical Molecular Morphology (formerly Medical Electron Microscopy)
55,0026-0894,4877,Metallurgist
55,0925-854X,5088,Natural Language Semantics
55,0911-6028,11596,Oral Radiology
55,0932-433X,6144,"Schmerz, Der"
55,0812-0099,10610,Australian Journal of Earth Sciences (formerly Journal of the Geological Society of Australia)
55,1473-5784,1621,"Culture, Theory and Critique"
55,1532-1819,11294,Journal of Immunoassay and Immunochemistry
55,1744-9855,11363,Journal of Postcolonial Writing (previously published as World Literature Written in English)
55,1747-1346,19964,Politics & Policy
54,1469-5154,7062,Journal of American Studies
54,1092-9126,20251,Seminars in Thoracic and Cardiovascular Surgery: Pediatric Cardiac Surgery Annual
54,8755-3996,10011,IEEE Circuits and Devices Magazine
54,1943-0663,18828,IEEE Embedded Systems Letters
54,1533-7790,13067,Demography
54,1468-2893,13635,"Social Politics: International Studies in Gender, State and Society"
54,1662-0879,10416,Swiss Journal of Psychology
54,0973-1458,18869,Indian Journal of Physics
54,1061-3862,18984,International Journal of Self-Propagating High-Temperature Synthesis
54,1041-3545,4008,Journal of Medical Humanities
54,0324-4652,5101,Neohelicon
54,1553-8621,18943,International Journal of Fruit Science
54,2155-1200,19407,Journal of Nutrition in Gerontology and Geriatrics (formerly Journal of Nutrition for the Elderly)
54,1749-4001,20094,Representation
54,0811-1146,6740,Urban Policy and Research
54,1468-8123,2490,Geofluids
54,1757-7802,20078,Regional Science Policy and Practice
53,1469-8021,7112,Language Variation and Change
53,1741-2021,11442,Legal Information Management
53,1468-4373,4406,Journal of the History of Medicine and Allied Sciences
53,1754-9965,19580,"Journal of World Energy Law & Business, The"
53,1476-7937,13179,Holocaust and Genocide Studies
53,1534-5165,13627,Shofar: An Interdisciplinary Journal of Jewish Studies
53,1939-1528,10369,"Psychology, Public Policy, & Law"
53,1936-2447,18449,Cryptography and Communications
53,0440-6605,18782,Helminthologia
53,0254-8860,18861,Indian Journal of Gastroenterology
53,1539-2791,19801,Neuroinformatics
53,1559-7431,20128,"Review of International Organizations, The"
53,0040-5795,6592,Theoretical Foundations of Chemical Engineering
53,1028-2580,1523,Contemporary Justice Review
53,1382-5577,10932,European Journal of English Studies
53,0309-1929,2510,Geophysical & Astrophysical Fluid Dynamics
53,0143-9685,2688,"Historical Journal of Film, Radio and Television"
53,1540-7349,19507,Journal of Teaching in Social Work
53,2156-7697,11876,"Politics, Religion & Ideology (formerly Totalitarian Movements and Political Religions)"
53,1050-9208,5863,Quarterly Review of Film & Video
53,1945-5100,19719,Meteoritics & Planetary Science
53,1860-0743,11506,Zoosystematics and Evolution (formerly Mitteilungen aus dem Museum fur Naturkunde in Berlin - Zoologische Reihe)
52,0962-8827,1264,Clinical Dysmorphology
52,1945-6182,17980,African American Review
52,1940-509X,18492,Dance Research Journal
52,1532-5768,13307,Journal of Colonialism and Colonial History
52,1548-2278,13313,"Journal of Developing Areas, The"
52,1527-8263,13358,Journal of Medieval and Early Modern Studies
52,1538-4594,13371,"Journal of Nietzsche Studies, The"
52,0571-7256,699,Astrophysics
52,1476-8186,18918,International Journal of Automation and Computing
52,0168-7433,3481,Journal of Automated Reasoning
52,2037-4631,20091,Rendiconti Lincei
52,1369-7072,20317,Sports Engineering
52,1542-7579,19114,Journal of Behavioral Finance
52,1067-0564,3633,Journal of Contemporary China
52,1748-0922,11718,Religious Studies Review
51,1932-1058,18198,Biomicrofluidics
51,1754-243X,14083,International Journal of Law and Management (formerly Managerial Law)
51,1753-8297,20333,Strategic Outsourcing: An International Journal
51,0894-6507,10125,IEEE Transactions on Semiconductor Manufacturing
51,0741-5206,9492,Plastic Surgical Nursing
51,1832-8334,13543,Parergon
51,1534-7303,13683,Texas Studies in Literature and Language
51,1866-9557,18085,Archaeological and Anthropological Sciences
51,1872-8855,18108,Arthropod-Plant Interactions
51,1432-9360,1492,Computing and Visualization in Science
51,1781-6858,18635,European View
51,0911-0119,2577,Graphs and Combinatorics
51,1009-6124,19504,Journal of Systems Science and Complexity
51,1673-7067,19806,Neuroscience Bulletin
51,1863-5466,19945,Plant Biotechnology Reports
51,1547-0628,19130,Journal of Business-to-Business Marketing
51,1462-3528,3821,Journal of Genocide Research
51,0959-9916,4218,Journal of Property Research
51,1540-756X,19501,Journal of Sustainable Forestry
51,1532-7817,19610,Language Acquisition
51,1532-8015,20374,Teaching and Learning in Medicine
51,1744-1714,10520,American Business Law Journal
51,1759-3441,18550,Economic Papers
51,1748-121X,11443,Legal Studies
50,1755-7747,18633,European Political Science Review
50,1479-2451,11512,Modern Intellectual History
50,1726-0531,19233,"Journal of Engineering, Design and Technology"
50,1534-5157,13170,"High School Journal, The"
50,1080-6636,13733,"Yale Journal of Criticism, The (ceased publication)"
50,1099-9809,9921,Cultural Diversity & Ethnic Minority Psychology (formerly Cultural Diversity & Mental Health)
50,1930-7802,9989,"Group Dynamics: Theory, Research, & Practice"
50,1610-2932,10584,Asia Europe Journal
50,1931-7557,18216,Brain Imaging and Behavior
50,1865-5025,18285,Cellular and Molecular Bioengineering
50,1610-1979,10703,"Chinese - German Journal of Clinical Oncology, The"
50,0012-4966,1806,Doklady Biological Sciences (As of January 2001 incorporating Doklady Botanical Sciences)
50,1615-3375,2418,Foundations of Computational Mathematics
50,1524-8879,18815,Human Rights Review
50,2231-3796,18866,Indian Journal of Otolaryngology and Head & Neck Surgery
50,1389-6563,3085,International Journal of Health Care Finance and Economics
50,1092-7697,3092,International Journal of Historical Archaeology
50,1673-1905,19858,Optoelectronics Letters
50,0885-3908,3287,International Trade Journal
50,1540-4749,19026,Internet Reference Services Quarterly
50,1524-4113,11311,Journal of Jewish Education
50,1502-7570,4029,Journal of Military Ethics
50,1943-6149,1595,Middle East Critique (formerly Critique: Critical Middle Eastern Studies)
50,1098-2345,320,American Journal of Primatology
50,1470-9856,987,Bulletin of Latin American Research
50,1540-6040,10715,City and Community
50,1744-1609,11124,International Journal of Evidence-Based Healthcare (formerly JBI Reports)
50,1098-2361,6937,Zoo Biology
49,1527-2141,12980,Boundary 2
49,1542-4235,13494,"Moving Image, The"
49,1424-0637,404,Annales Henri PoincareBirkhaeuser
49,0971-3514,18512,Differential Equations and Dynamical Systems
49,1569-1713,11135,International Journal of Mechanics and Materials in Design
49,1570-1166,4001,Journal of Mathematical Modelling and Algorithms
49,0004-9182,728,Australian Geographer
49,0260-3594,1360,Comments on Inorganic Chemistry
49,1387-6988,11236,Journal of Comparative Policy Analysis: Research and Practice
49,0022-250X,4005,Journal of Mathematical Sociology
49,1469-9621,4311,Journal of Social Welfare and Family Law
49,1350-6285,6790,Visual Cognition
49,1741-4520,10768,Congenital Anomalies
49,1744-618X,11140,International Journal of Nursing Knowledge (formerly International Journal of Nursing Terminologies and Classifications)
48,1475-3022,7089,Journal of Pension Economics and Finance
48,1475-3502,7101,Journal of the International Phonetic Association
48,1475-3057,7152,Polar Record
48,0114-0582,19876,Pacific Accounting Review
48,1091-5397,10472,ACSM's Health and Fitness Journal
48,1527-2109,12958,Asian Theatre Journal
48,1468-2931,18685,French Studies
48,1536-0199,13442,Latin American Music Review
48,1536-0172,13516,Nineteenth-Century French Studies
48,2151-2604,20533,Zeitschrift fur Psychologie / Journal of Psychology
48,1593-8883,1708,Decisions in Economics and Finance
48,1028-3358,1812,Doklady Physics (MAIK)
48,1936-6582,14080,Flexible Services and Manufacturing Journal (formerly International Journal of Flexible Manufacturing Systems)
48,0001-4338,19048,Izvestiya Atmospheric and Oceanic Physics
48,0073-8301,5828,Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques
48,1547-0644,19127,Journal of Business & Finance Librarianship
48,1043-6928,4645,LIT: Literature Interpretation Theory
48,0894-9468,6789,Visual Anthropology
48,1548-1409,18052,Anthropology and Humanism
48,1479-8301,5782,Psychogeriatrics
47,1469-8072,7121,Mathematical Structures in Computer Science
47,1464-3693,3118,International Journal of Law and Information Technology
47,1553-0604,13275,Jewish Quarterly Review
47,0972-2068,18875,Indian Journal of Surgery
47,1095-5143,20264,Sexuality & Culture
47,0038-1527,20295,Sophia
47,0039-3606,20340,Studies in Comparative International Development (SCID)
47,2155-0093,2094,"Ethics, Policy & Environment (formerly Ethics, Place & Environment) (incorporates Philosophy & Geography)"
47,0145-9740,4834,Medical Anthropology
47,1468-0319,1883,Economic Outlook
47,1525-1403,5131,Neuromodulation
46,1474-0079,7078,Journal of French Language Studies
46,1469-7777,7085,"Journal of Modern African Studies, The"
46,1750-6204,19234,Journal of Enterprising Communities: People and Places in the Global Economy
46,1746-8779,19511,Journal of Technology Management in China
46,1939-1390,18830,IEEE Intelligent Transportation Systems Magazine
46,0882-7524,11874,Topics in Geriatric Rehabilitation
46,1744-4195,18334,Christian Bioethics: Non-Ecumenical Studies in Medical Morality
46,1536-1810,13075,Discourse
46,1534-1836,13143,French Forum
46,1086-3249,13426,Kennedy Institute of Ethics Journal
46,1534-5815,13510,New Hibernia Review
46,1939-0610,10001,History of Psychology
46,0938-1279,493,"Applicable Algebra in Engineering, Communication and Computing"
46,1432-847X,18593,Environmental Economics and Policy Studies
46,1063-455X,19575,Journal of Water Chemistry and Technology
46,1874-5490,19800,Neuroethics
46,1672-5107,19918,Petroleum Science
46,0906-4702,88,"Acta Agriculturae Scandinavica, Section A - Animal Science (formerly Acta Agriculturae Scandinavica)"
46,0952-813X,3763,Journal of Experimental & Theoretical Artificial Intelligence
46,1751-2824,19040,ISBT Science Series
45,1935-1089,13792,RETINAL Cases & Brief Reports
45,1793-2831,18112,ASEAN Economic Bulletin
45,1559-0887,18390,"Comparatist, The"
45,1913-4835,18606,ESC: English Studies in Canada
45,1527-8271,13573,Positions: East Asia Cultures Critique
45,1871-0131,18119,Asian Journal of Criminology
45,1682-8631,10940,European Surgery
45,0016-7622,19526,Journal of the Geological Society of India
45,1819-7140,20181,Russian Journal of Pacific Geology
45,1674-7313,20214,SCIENCE CHINA Earth Sciences (formerly Science in China Series D: Earth Sciences)
45,1544-4368,17951,"Activities, Adaptation & Aging"
45,0950-3110,255,Al-Masaq: Islam and the Medieval Mediterranean
45,1940-6320,19198,Journal of Cultural Geography
45,0308-6534,11296,"Journal of Imperial & Commonwealth History, The"
45,1043-9463,5641,Policing and Society
45,1753-0237,5324,OPEC Energy Review (formerly OPEC Review)
44,1742-7592,18997,International Journal of Tropical Insect Science
44,1475-3081,7194,Theory and Practice of Logic Programming
44,1674-0068,18320,Chinese Journal of Chemical Physics
44,1747-7107,11699,Publius
44,1536-0334,13145,Frontiers: A Journal of Women Studies
44,1534-6617,13185,Human Biology
44,1553-3786,13278,Journal for Early Modern Cultural Studies
44,1543-0413,13323,Journal of Folklore Research
44,1477-4585,19514,Journal of the American Academy of Religion
44,1757-2274,20158,Romani Studies
44,1918-6371,20413,Toronto Journal of Theology
44,1542-4251,13708,"Velvet Light Trap, The"
44,0133-3852,362,Analysis Mathematica
44,1874-897X,18304,Child Indicators Research
44,1079-2724,3678,Journal of Dynamical and Control Systems (as of 2003 incorporating Dynamics and Control)
44,1066-369X,20186,Russian Mathematics (Iz VUZ)
44,1674-7283,20217,SCIENCE CHINA Mathematics (formerly Science in China Series A: Mathematics)
44,1937-5034,19348,Journal of Library Metadata (formerly Journal of Internet Cataloging)
44,1556-7273,4905,Nanoscale and Microscale Thermophysical Engineering (formerly Microscale Thermophysical Engineering)
44,0951-2748,5392,"Pacific Review, The"
44,1467-9647,6530,Teaching Theology and Religion
43,1469-8730,7206,Zygote
43,1471-6968,6016,"Review of English Studies, The"
43,1477-4674,6709,Twentieth Century British History
43,1930-1200,18422,"Contagion: Journal of Violence, Mimesis, and Culture"
43,1548-9922,13131,Film & History: An Interdisciplinary Journal of Film and Television Studies
43,1527-2060,13325,"Journal of General Education, The"
43,1939-0602,9970,"Families, Systems, & Health"
43,0586-7614,20205,Schizophrenia Bulletin
43,0938-7412,2665,Herzschrittmachertherapie & Elektrophysiologie
43,0020-4412,2916,Instruments and Experimental Techniques
43,0925-9899,3415,Journal of Algebraic Combinatorics
43,0075-5974,19592,Kew Bulletin
43,0025-6544,19688,Mechanics of Solids
43,2035-5106,19767,"Musculoskeletal Surgery (formerly Chirurgia degli Organi di Movimento, La)"
43,1476-5284,7069,Journal of Chinese Economics & Business Studies
43,0961-2025,11951,Women's History Review
43,1556-3502,18053,Anthropology News
43,1540-5893,4575,Law and Society Review
43,1751-2409,20277,Social Issues and Policy Review
42,1474-0087,7151,Plainsong and Medieval Music
42,1944-6462,18210,"Black Women, Gender & Families"
42,1710-1166,13391,Journal of Scholarly Publishing
42,1934-2810,19747,Monatshefte
42,1931-1427,20265,Shakespeare Bulletin
42,1549-3377,13641,South Central Review
42,1461-6742,2967,International Feminist Journal of Politics
42,1532-7108,18920,"International Journal of Aviation Psychology, The"
42,1545-0805,19099,Journal of Applied Aquaculture
42,1751-7877,19113,Journal of Baltic Studies
42,1741-5993,7427,Journal of Sulfur Chemistry (formed by the merger of Sulfur Letters and Sulfur Reports)
42,0029-1951,5230,Norsk Geografisk Tidsskrift - Norwegian Journal of Geography
42,1532-7949,19896,Peace and Conflict: Journal of Peace Psychology
42,0459-7230,11832,Strategic Survey
42,1942-9541,1294,Electronics and Communications in Japan
42,1751-908X,18742,Geostandards and Geoanalytical Research
42,1540-6253,3554,Journal of Chinese Philosophy
41,1469-2163,6994,"Combinatorics, Probability & Computing"
41,1755-1196,20405,Think
41,1753-8351,19003,International Journal of Workplace Health Management
41,1058-6180,10008,IEEE Annals of the History of Computing
41,1068-0640,1299,Clinical Pulmonary Medicine
41,1533-8592,19863,"Oral History Review, The"
41,1558-9595,12952,"Arizona Quarterly: A Journal of American Literature, Culture, and Theory"
41,1527-9383,13395,"Journal of Speculative Philosophy, The"
41,1940-5073,19493,Journal of Sports Media
41,1527-1951,13637,Social Text
41,1087-1209,2735,Human Dimensions of Wildlife
41,0308-5694,7379,Imago Mundi: The International Journal for the History of Cartography
41,0023-656X,4526,Labor History
41,0957-4042,6863,Women: A Cultural Review
41,1557-9263,11279,Journal of Field Ornithology
41,1745-7939,11563,New Zealand Geographer
40,1471-6445,7051,International Labor and Working-Class History
40,1741-6183,11907,Utilitas
40,0956-5698,5925,Records Management Journal
40,2166-3033,13451,Information & Culture (previously published as Libraries & Culture until 2006 and Libraries & the Cultural Record until 2012)
40,2151-2299,10252,Journal of Individual Differences
40,1942-969X,20039,"Psychological Trauma: Theory, Research, and Practice"
40,0954-0091,1500,Connection Science
40,1355-2600,7095,Journal of Sexual Aggression
40,1361-4576,11562,New Review of Information Networking (merged with New Review of Information and Library Research)
40,0747-4946,11774,Sequential Analysis: Design Methods & Applications
40,1530-2415,360,Analyses of Social Issues and Public Policy
39,1477-1128,19983,Primary Health Care Research & Development
39,1574-1818,18786,High Energy Density Physics
39,1756-378X,18954,International Journal of Intelligent Computing and Cybernetics
39,1051-8207,10042,IEEE Microwave and Guided Wave Letters (now IEEE Microwave and Wireless Components Letters)
39,1078-4659,11369,Journal of Public Health Management and Practice
39,1471-681X,11970,"Year's Work in Critical and Cultural Theory, The"
39,1527-1978,12906,Africa Today
39,1471-6836,18257,"Cambridge Quarterly, The"
39,1467-2235,13098,Enterprise & Society
39,1934-3876,19116,Journal of Biblical Literature
39,1941-9511,20254,Serbian Studies
39,1364-8470,471,Anthropology & Medicine
39,1360-0834,2866,Information and Communications Technology Law
39,1353-1042,11310,"Journal of Israeli History, The"
39,1362-3699,11483,"Medicine, Conflict & Survival (previously published as Journal of the Medical Association for Prevention of War until 1985 and as Medicine and War until 1996)"
39,0950-3153,11673,Practice
39,1544-4767,11308,Journal of Investigative Psychology and Offender Profiling
39,1555-2934,19958,PoLAR: Political and Legal Anthropology Review
39,1728-4465,11835,Studies in Family Planning
38,1522-2179,3854,Journal of Hospice and Palliative Nursing
38,1477-4593,4294,Journal of Semantics
38,1558-6766,18242,Bulletin of the Center for Children's Books
38,1911-0219,18261,Canadian Journal of Criminology and Criminal Justice
38,1559-0895,13080,Early American Studies: An Interdisciplinary Journal
38,1533-6239,13084,Economia
38,1935-0201,18566,"Eighteenth Century, The"
38,1559-7989,18683,Framework: the Journal of Cinema and Media
38,0306-8374,664,Asian Affairs
38,1360-0869,3269,"International Review of Law, Computers & Technology"
38,1442-8903,1864,Ecological Management and Restoration
37,1469-5065,7031,Fetal and Maternal Medicine Review
37,0895-0156,10017,IEEE Computer Applications in Power
37,1746-5710,448,"ITNOW (formerly Computer Bulletin, The)"
37,1464-3790,4844,Medical Law Review
37,1741-8399,11528,"Musical Quarterly, The"
37,1533-6271,13030,Civil War History
37,1527-8034,13636,Social Science History
37,1938-6133,20343,Studies in Eighteenth Century Culture
37,1543-0421,13690,Theory into Practice
37,2190-5150,19426,Journal of Personnel Psychology
37,1354-7860,4392,Journal of the Asia Pacific Economy
37,1744-697X,11015,Grassland Science
37,1556-9187,18917,International Journal of Applied Psychoanalytic Studies
37,1541-4329,19259,Journal of Food Science Education
36,1759-0949,18508,Dialogue: Canadian Philosophical Review / Revue Canadienne de Philosophie
36,1753-8254,18857,Indian Growth and Development Review
36,2154-2287,18836,IEEE Pulse
36,1674-4527,20098,Research in Astronomy and Astrophysics (formerly Chinese Journal of Astronomy and Astrophysics)
36,1078-7496,11414,Journal of Trauma Nursing
36,1464-3707,3120,"International Journal of Law, Policy and the Family"
36,1757-9627,19303,Journal of Human Rights Practice
36,1477-4623,4649,Literature and Theology
36,1471-6941,5242,Notes and Queries
36,1471-6801,11971,"Year's Work in English Studies, The"
36,1527-1986,13073,Differences: A Journal of Feminist Cultural Studies
36,1543-0367,13209,Indiana Journal of Global Legal Studies
36,1549-4721,13347,"Journal of Japanese Studies, The"
36,1533-8592,19862,Oral History Review
36,1343-9006,661,Asia Pacific Review
36,1540-4056,19270,Journal of Gay & Lesbian Social Services
36,0305-7070,4328,Journal of Southern African Studies
36,1931-2393,19913,Perspectives on Sexual and Reproductive Health
36,1468-2516,11629,Perspektiven der Wirtschaftspolitik
35,2041-2827,19046,Itinerario
35,1469-767X,7083,Journal of Latin American Studies
35,1574-0951,11545,Netherlands Yearbook of International Law
35,1063-6528,10121,IEEE Transactions on Rehabilitation Engineering (now IEEE Transactions on Neural Systems and Rehabilitation Engineering)
35,1536-0644,11856,Techniques in Foot & Ankle Surgery
35,1754-9981,20047,Public Health Ethics
35,1528-8234,13109,E-Service Journal
35,1757-6466,19352,Journal of Literary & Cultural Disability Studies
35,1543-0383,13667,Studies in Philology
35,1939-2184,10232,Journal of Experimental Psychology: Animal Behavior Processes
35,1467-8349,609,Aristotelian Society: Supplementary Volume
35,1931-0846,18733,Geographical Review
35,1600-5775,11392,Journal of Synchrotron Radiation
35,1860-1324,11504,Mitteilungen aus dem Museum fur Naturkunde in Berlin - Deutsche Entomologische Zeitschrift (formerly Berliner Entomologische Zeitschrift)
34,1750-8924,18324,"Chinese Journal of International Politics, The"
34,1945-2349,18019,American Music
34,1533-6247,12931,"Americas, The"
34,1527-5493,13144,French Historical Studies
34,1558-9579,19377,Journal of Middle East Women's Studies
34,1934-421X,20260,Sewanee Review
34,1553-0612,13726,Women and Music: A Journal of Gender and Culture
34,0965-156X,1704,Debatte
34,0261-9288,11062,Immigrants & Minorities
34,0963-9489,4952,Modern and Contemporary France
34,1361-4541,11559,New Review of Children's Literature and Librarianship
34,2150-1092,18787,Higher Education Abstracts
33,1475-3138,7203,World Trade Review
33,1536-0636,11857,Techniques in Knee Surgery
33,1752-2110,20432,Trusts & Trustees
33,1710-1115,13008,"Canadian Journal of Linguistics, The / Revue Canadienne de Linguistique, La"
33,1553-3905,13132,Film History: An International Journal
33,1527-1900,13172,Hispanic American Historical Review
33,1934-6018,19251,Journal of Film and Video
33,1931-3926,13692,Training & Education in Professional Psychology
33,1444-2213,10594,"Asia Pacific Journal of Anthropology, The"
33,1466-2043,10742,Commonwealth and Comparative Politics (previously published as Journal of Commonwealth & Comparative Politics until 2000 and as Journal of Commonwealth Political Studies until 1997)
33,0891-6152,2272,Experimental Heat Transfer
33,1528-6940,19109,Journal of Asia-Pacific Business
33,0969-9082,11953,Women's Writing
33,1522-2365,778,Berichte zur Wissenschaftsgeschichte
33,1753-9137,18383,"Communication, Culture & Critique"
33,1747-1796,11422,"Journal of World Intellectual Property, The"
33,1556-9195,20046,Psychotherapy and Politics International
32,1748-6858,20132,Review of Politics
32,0029-666X,5288,Nutrition Today
32,2153-6856,18022,American Studies
32,1527-9472,12999,Buddhist-Christian Studies
32,1920-941X,18272,Canadian Theatre Review
32,1058-6180,18827,IEEE Annals of the History of Computing
32,1558-9587,13695,Transactions of the Charles S. Peirce Society
32,2151-2388,19368,"Journal of Media Psychology: Theories, Methods, and Applications"
32,1539-445X,11800,Soft Materials
32,2041-1294,18916,International Journal of Applied Glass Science
31,1064-5632,19050,Izvestiya: Mathematics (formerly Russian Academy of Sciences. Izvestiya Mathematics and Mathematics of the USSR - Izvestiya)
31,1523-9896,6541,Techniques in Shoulder & Elbow Surgery
31,1368-9894,4663,Logic Journal of the IGPL
31,1527-8018,13589,Public Culture
31,1949-0755,20349,Studies in the Age of Chaucer
31,2155-2851,17,"Accounting History Review (formerly Accounting, Business and Financial History)"
31,0039-3274,6428,Studia Neophilologica
31,1754-5382,20479,Whitehall Papers
31,1744-3091,10479,Acta Crystallographica Section F
31,1479-8298,2032,Entomological Science
31,1755-6988,19589,Juvenile and Family Court Journal
31,1467-9493,6246,Singapore Journal of Tropical Geography
31,1479-8425,6253,Sleep and Biological Rhythms
30,1710-1107,18268,"Canadian Journal on Aging / Revue Canadienne du Vieillissement, La"
30,1474-0052,7032,Financial History Review
30,1752-0401,19108,Journal of Asian Studies
30,1468-4365,334,American Literary History
30,1758-437X,19636,"Leo Baeck Institute Yearbook, The"
30,1464-3847,5859,"Quarterly Journal of Mathematics, The"
30,1750-0117,18599,Episteme
30,1573-3351,9933,Dreaming
30,1050-9585,2234,European Romantic Review
30,1528-6991,19506,Journal of Teaching in International Business
30,0901-8328,6137,Scandinavian Journal of the Old Testament
30,1938-0275,20297,South African Journal of International Affairs
30,1467-8268,193,African Development Review
30,1467-8411,675,Asian-Pacific Economic Literature
30,1741-2005,11552,New Blackfriars
29,1474-0524,6960,Arabic Sciences and Philosophy
29,1469-901X,7166,Religious Studies
29,1475-3065,7178,Scottish Journal of Theology
29,1753-8270,18952,International Journal of Housing Markets and Analysis
29,1086-3141,12919,American Jewish History
29,1533-4430,12997,Brookings-Wharton Papers on Financial Services (ceased publication)
29,1527-9367,13027,China Review International
29,1932-8656,18754,"Global South, The"
29,1547-8424,13477,"Meridians: Feminism, Race, Transnationalism"
29,1548-9930,13482,"Missouri Review, The"
29,1936-1645,13701,Tulsa Studies in Women's Literature
29,2151-8009,20458,Visual Arts Research
29,1943-1562,20041,Psychology of Religion and Spirituality
29,0934-9847,11720,Research in Nondestructive Evaluation
29,0039-338X,6429,Studia Theologica - Nordic Journal of Theology
29,0041-1450,11888,Transport Theory and Statistical Physics
28,1742-0598,10842,Du Bois Review
28,1521-334X,10088,"IEEE Transactions on Electronics Packaging Manufacturing (formerly IEEE Transactions on Components, Packaging and Manufacturing Technology, Part C: Manufacturing)"
28,1555-2462,12909,African Studies Review
28,1750-0095,18491,Dance Research
28,1543-3390,13279,Journal for the Psychoanalysis of Culture and Society
28,1925-5683,19751,Mosaic
28,1534-1453,13592,Radical History Review
28,2190-5142,9968,Experimental Psychology
28,0898-9621,10,Accountability in Research
28,1353-2944,4956,Modern Italy
28,0080-6765,11752,Scando-Slavica
28,1758-6631,19017,International Review of Mission
28,1939-1668,19318,Journal of Interior Design
28,1399-3089,6916,Xenotransplantation
27,1056-9103,2857,Infectious Diseases in Clinical Practice
27,1471-6852,2086,Essays in Criticism
27,1527-2028,13276,Jewish Social Studies
27,2155-8455,19492,Journal of Sport History
27,0740-9710,2384,Food & Foodways
27,1064-6175,2724,Howard Journal of Communications
27,0023-3609,4515,Konsthistorisk Tidskrift / Journal of Art History
27,1471-8847,1734,Developing World Bioethics
27,1741-5705,11677,Presidential Studies Quarterly
27,1522-2454,6759,Vakuum in Forschung und Praxis
26,1753-5352,18224,Britannia
26,1759-0795,18966,International Journal of Microwave and Wireless Technologies
26,1469-7831,7105,Journal of Tropical Ecology
26,1746-5648,20059,Qualitative Research in Organizations and Management: an International Journal
26,1082-9784,5436,Pathology Case Reviews
26,1470-4838,3261,International Relations of the Asia-Pacific
26,1934-6832,18235,Buildings & Landscapes
26,1538-4608,13111,Essays in Medieval Studies
26,1750-0133,19572,Journal of Victorian Culture
26,1542-4278,13444,Latin American Research Review
26,2152-6648,19687,Mechademia
26,1918-6649,20408,"Tocqueville Review, The / Revue Tocqueville, La"
26,1939-2087,10208,Journal of Comparative Psychology
26,1949-2723,19909,"Personality Disorders: Theory, Research, and Treatment"
26,0258-9346,5661,Politikon: South African Journal of Political Studies
26,0346-8755,6121,Scandinavian Journal of History
25,1469-7653,7079,Journal of Functional Programming
25,1756-1124,18586,English: Journal of the English Association
25,1911-0227,18263,Canadian Journal of Law and Society
25,1793-284X,18427,Contemporary Southeast Asia
25,1096-858X,13092,"Emily Dickinson Journal, The"
25,1935-8652,20064,Race / Ethnicity
25,1750-0192,20160,Romanticism
25,1547-3163,13691,Tolkien Studies
25,1878-7290,9886,Canadian Journal of Experimental Psychology
25,1478-601X,1579,"Criminal Justice Studies: A Critical Journal of Crime, Law and Society (formerly The Justice Professional)"
25,1037-1397,3356,Japanese Studies
25,0033-2925,11695,Psychological Perspectives
25,1748-5819,20493,Women & Performance
25,1556-3537,18054,Anthropology of Consciousness
25,1467-8373,662,Asia Pacific Viewpoint
25,1748-5967,10897,Entomological Research
25,1540-5923,11400,"Journal of the Historical Society, The"
24,1744-5531,11130,International Journal of Law in Context
24,1469-5138,7059,"Journal of African History, The"
24,1474-0656,7176,Rural History
24,1932-4510,18834,IEEE Nanotechnology Magazine
24,1476-2870,5329,"Opera Quarterly, The"
24,1710-1107,13010,"Canadian Journal on Aging / Revue Canadienne du Vieillissement, La"
24,1550-5162,13090,Eire-Ireland
24,1538-9731,13156,"Good Society, The"
24,1527-943x,13469,Manoa
24,1750-0176,19886,Paragraph
24,1938-8020,20063,Qui Parle: Critical Humanities and Social Sciences
24,1754-3789,20220,Science Fiction Film and Television
24,1529-1480,13625,SHAW The Annual of Bernard Shaw Studies
24,2156-7204,20331,StoryWorlds
24,1522-3736,10353,Prevention & Treatment
